x values,y values
0,-5.0
1,2.8000000000000007
2,23.2
3,32.2
4,27.799999999999997
5,44.0
6,49.8
7,51.2
8,62.2
9,68.8
10,73.0
11,84.8
12,82.2
13,100.2
14,99.8
15,104.0
16,99.8
17,109.2
18,112.2
19,108.8
20,111.0
21,112.8
22,122.2
23,115.2
24,115.8
25,127.0
26,130.8
27,130.2
28,118.19999999999999
29,112.80000000000001
30,128.0
31,119.80000000000001
32,117.19999999999999
33,120.19999999999999
34,99.80000000000001
35,96.0
36,104.80000000000001
37,95.19999999999999
38,82.19999999999999
39,84.80000000000001
40,86.0
41,70.80000000000001
42,58.19999999999999
43,55.19999999999999
44,43.80000000000001
45,38.0
46,44.80000000000001
47,27.19999999999999
48,27.19999999999999
49,13.800000000000011
50,-5.0
