x values,y values
11/17/2022,94.959999
11/18/2022,93.850001
11/21/2022,93.66750025
11/22/2022,93.90149985000001
11/23/2022,93.82780042
11/25/2022,93.873360304
11/28/2022,93.62253251480001
11/29/2022,94.15673844776002
11/30/2022,94.62452645331201
12/1/2022,93.98676068317441
12/2/2022,93.2636057168493
12/5/2022,92.14297777066714
12/6/2022,91.39466763413817
12/7/2022,90.98825022433093
12/8/2022,90.52717932582723
12/9/2022,91.47001983685927
12/12/2022,92.14309047740349
12/13/2022,91.306057728018
12/14/2022,90.61583280845615
12/15/2022,89.96899600277553
12/16/2022,88.94617810784993
12/19/2022,88.20820178381632
12/20/2022,87.76467457888836
12/21/2022,86.73781029411091
12/22/2022,86.18613753136313
12/23/2022,85.69172528087248
12/27/2022,84.85713582126931
12/28/2022,84.54500092670098
12/29/2022,84.73477280576854
12/30/2022,85.22938231074777
1/3/2023,85.27783220864345
1/4/2023,84.72039766503194
1/5/2023,85.14352203688462
1/6/2023,86.034350182112
1/9/2023,86.87965397680571
1/10/2023,89.18350523916047
1/11/2023,90.64150187961563
1/12/2023,91.91293221911636
1/13/2023,93.5335878675785
1/17/2023,93.6156039932621
1/18/2023,93.5324246159914
1/19/2023,94.4203230953664
1/20/2023,95.21166994092398
1/23/2023,94.53088313045636
1/24/2023,94.99257443334935
1/25/2023,96.50102490094594
1/26/2023,97.32889549295034
1/27/2023,98.21449896544912
1/30/2023,99.14688447186909
1/31/2023,101.49405558605372
2/1/2023,102.87308820467437
2/2/2023,102.34080605251944
2/3/2023,102.16158956864952
2/6/2023,102.11709656516868
2/7/2023,101.99589863726753
2/8/2023,101.03091655421716
2/9/2023,100.11078155133066
2/10/2023,99.87951974856307
2/13/2023,99.70424357082217
2/14/2023,99.59890797414317
2/15/2023,99.23853465870567
2/16/2023,98.33633704073421
2/17/2023,97.52275473471661
2/21/2023,97.2635254868313
2/22/2023,96.55452385245641
2/23/2023,95.83016041480087
2/24/2023,95.41364155081772
2/27/2023,94.961665563615
2/28/2023,94.29709490584672
3/1/2023,93.76448080405589
3/2/2023,94.19064825470352
3/3/2023,94.30044479292124
3/6/2023,93.98311397033612
3/7/2023,93.95084100359219
3/8/2023,93.71687955336992
3/9/2023,92.85816670545964
3/10/2023,92.86517805248435
3/13/2023,93.29804546226278
3/14/2023,93.59827824404135
3/15/2023,95.0603005517577
3/16/2023,96.03132585161238
3/17/2023,96.24798152948229
3/20/2023,97.18592078657046
3/21/2023,98.06904503353303
3/22/2023,98.00058946991716
3/23/2023,98.07911105800413
3/24/2023,98.26574931229086
3/27/2023,98.22909056804244
3/28/2023,98.96279118766749
3/29/2023,99.83352761360017
3/30/2023,100.29708327386201
3/31/2023,100.82868101502594
4/3/2023,101.52385918049762
4/4/2023,101.46192549387712
4/5/2023,101.10489293788012
4/6/2023,101.17013592245097
4/10/2023,100.98739187084163
4/11/2023,100.52248394623453
4/12/2023,100.74000174790542
4/13/2023,101.49597631299632
4/14/2023,101.97369260142726
4/17/2023,101.9479339324658
4/18/2023,102.10552076937788
4/19/2023,103.13142886065418
4/20/2023,104.18897711249956
4/21/2023,104.39918694850633
4/24/2023,104.33391958433201
4/25/2023,105.2244177290676
4/26/2023,105.9695062523812
4/27/2023,105.64156871315618
4/28/2023,104.651098138921
5/1/2023,104.29443442089169
5/2/2023,104.47342005459377
5/3/2023,104.3457901228813
5/4/2023,104.48472851967335
5/5/2023,104.76478853942967
5/8/2023,105.43506163639685
5/9/2023,106.76291513909999
5/10/2023,108.03055366298528
5/11/2023,108.70770728769644
5/12/2023,109.14023621795636
5/15/2023,110.36369983372762
5/16/2023,111.95832886787609
5/17/2023,113.26245418391201
5/18/2023,114.10289677710315
5/19/2023,114.07273476577825
5/22/2023,114.21161614535868
5/23/2023,114.87344853764803
5/24/2023,115.16555948975699
5/25/2023,116.53212563455273
5/26/2023,118.07822673239157
5/30/2023,118.38318217134027
5/31/2023,119.7207069076569
6/1/2023,120.89242296227773
6/2/2023,121.48526260825497
6/5/2023,122.83567889563793
6/6/2023,123.04667369323413
6/7/2023,122.89152383942539
6/8/2023,123.37477508565948
6/9/2023,124.29059292366381
6/12/2023,125.07537676974975
6/13/2023,124.93014815581462
6/14/2023,125.44322316984562
6/15/2023,125.62574961908199
6/16/2023,125.32182418894845
6/20/2023,125.4681587955752
6/21/2023,126.16714632072112
6/22/2023,127.07942646104895
6/23/2023,127.33494771546904
6/26/2023,127.63030549944783
6/27/2023,127.95093713519316
6/28/2023,128.231239070022
6/29/2023,128.82049794093263
6/30/2023,129.21253722922955
7/3/2023,128.95085584803684
7/5/2023,128.7647774036398
7/6/2023,128.91763469618124
7/7/2023,128.69065498957158
7/10/2023,128.88661301787852
7/11/2023,130.16897874072626
7/12/2023,131.1692475496353
7/13/2023,131.76896706164803
7/14/2023,132.07543967040192
7/17/2023,132.22273205633707
7/18/2023,132.70542895767738
7/19/2023,132.4827207368833
7/20/2023,131.81217515017957
7/21/2023,131.32406416894804
7/24/2023,130.28779201120219
7/25/2023,130.18680666606596
7/26/2023,130.49773296924323
7/27/2023,130.77246612930225
7/28/2023,131.6414011529223
7/31/2023,131.32231945029355
8/1/2023,130.27323674650364
8/2/2023,132.3553916699439
8/3/2023,135.20019017334823
8/4/2023,135.88776371795916
8/7/2023,136.80666831225025
8/8/2023,137.38692604071156
8/9/2023,137.3102718141842
8/10/2023,137.4407726334292
8/11/2023,138.097595297665
8/14/2023,138.01772894905565
8/15/2023,137.24122117602997
8/16/2023,136.08730948455013
8/17/2023,135.34125192192715
8/18/2023,135.49795791650146
8/21/2023,135.30130426459576
8/22/2023,135.40810162060487
8/23/2023,135.0154717603404
8/24/2023,134.3949755291082
8/25/2023,134.3957105820107
8/28/2023,134.42323117429186
8/29/2023,134.64078165708216
