x values,y values
0,-3.0
1,15.8
2,12.2
3,34.2
4,35.8
5,51.0
6,58.8
7,62.2
8,69.2
9,64.8
10,84.0
11,93.8
12,95.2
13,98.2
14,102.8
15,109.0
16,103.8
17,111.2
18,108.2
19,112.8
20,119.0
21,127.8
22,114.2
23,121.2
24,121.8
25,129.0
26,128.8
27,130.2
28,125.19999999999999
29,123.80000000000001
30,113.0
31,121.80000000000001
32,121.19999999999999
33,107.19999999999999
34,107.80000000000001
35,104.0
36,97.80000000000001
37,104.19999999999999
38,93.19999999999999
39,89.80000000000001
40,79.0
41,77.80000000000001
42,62.19999999999999
43,68.19999999999999
44,47.80000000000001
45,49.0
46,33.80000000000001
47,21.19999999999999
48,21.19999999999999
49,17.80000000000001
50,4.0
